Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Japan,2015,Total,Both Sexes,Koga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,140946,120
Japan,2015,Total,Both Sexes,Koganei,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,121396,120
Japan,2015,Total,Both Sexes,Kokubunji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,122742,120
Japan,2015,Total,Both Sexes,Komaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,149462,120
Japan,2015,Total,Both Sexes,Komatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,106919,120
Japan,2015,Total,Both Sexes,Konosu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,118072,120
Japan,2015,Total,Both Sexes,Koriyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,335444,120
Japan,2015,Total,Both Sexes,Koshigaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,337498,120
Japan,2015,Total,Both Sexes,Kuki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,152311,120
Japan,2015,Total,Both Sexes,Kumagaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,198742,120
Japan,2015,Total,Both Sexes,Kumamoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,740822,120
Japan,2015,Total,Both Sexes,Kurashiki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,477118,120
Japan,2015,Total,Both Sexes,Kure,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,228552,120
Japan,2015,Total,Both Sexes,Kurume,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,304552,120
Japan,2015,Total,Both Sexes,Kusatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,137247,120
Japan,2015,Total,Both Sexes,Kushiro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,174742,120
Japan,2015,Total,Both Sexes,Kuwana,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,140303,120
Japan,2015,Total,Both Sexes,Kyoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,1475183,120
Japan,2015,Total,Both Sexes,Machida,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,432348,120
Japan,2015,Total,Both Sexes,Maebashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,336154,120
Japan,2015,Total,Both Sexes,Marugame,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,110010,120
Japan,2015,Total,Both Sexes,Matsubara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,120750,120
Japan,2015,Total,Both Sexes,Matsudo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,483480,120
Japan,2015,Total,Both Sexes,Matsue,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,206230,120
Japan,2015,Total,Both Sexes,Matsumoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,243293,120
Japan,2015,Total,Both Sexes,Matsusaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,163863,120
Japan,2015,Total,Both Sexes,Matsuyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,514865,120
Japan,2015,Total,Both Sexes,Mihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,96194,120
Japan,2015,Total,Both Sexes,Minoh,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,133411,120
Japan,2015,Total,Both Sexes,Misato,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,136521,120
Japan,2015,Total,Both Sexes,Mishima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,110046,120
Japan,2015,Total,Both Sexes,Mitaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,186936,120
Japan,2015,Total,Both Sexes,Mito,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,270783,120
Japan,2015,Total,Both Sexes,Miyakonojo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,165029,120
Japan,2015,Total,Both Sexes,Miyazaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,401138,120
Japan,2015,Total,Both Sexes,Moriguchi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,143042,120
Japan,2015,Total,Both Sexes,Morioka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,297631,120
Japan,2015,Total,Both Sexes,Muroran,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,88564,120
Japan,2015,Total,Both Sexes,Musashino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,144730,120
Japan,2015,Total,Both Sexes,Nagahama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,118193,120
Japan,2015,Total,Both Sexes,Nagano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,377598,120
Japan,2015,Total,Both Sexes,Nagaoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,275133,120
Japan,2015,Total,Both Sexes,Nagareyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,174373,120
Japan,2015,Total,Both Sexes,Nagasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,429508,120
Japan,2015,Total,Both Sexes,Nagoya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,2295638,120
Japan,2015,Total,Both Sexes,Naha,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,319435,120
Japan,2015,Total,Both Sexes,Nara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,360310,120
Japan,2015,Total,Both Sexes,Narashino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,167909,120
Japan,2015,Total,Both Sexes,Narita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,131190,120
Japan,2015,Total,Both Sexes,Nasushiobara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,117146,120
Japan,2015,Total,Both Sexes,Neyagawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,237518,120
Japan,2015,Total,Both Sexes,Niigata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,810157,120
Japan,2015,Total,Both Sexes,Niihama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,119903,120
Japan,2015,Total,Both Sexes,Niiza,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,162122,120
Japan,2015,Total,Both Sexes,Nishinomiya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,487850,120
Japan,2015,Total,Both Sexes,Nishio,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,167990,120
Japan,2015,Total,Both Sexes,Nishitokyo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,200012,120
Japan,2015,Total,Both Sexes,Nobeoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,125159,120
Japan,2015,Total,Both Sexes,Noda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,153583,120
Japan,2015,Total,Both Sexes,Numazu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,195633,120
Japan,2015,Total,Both Sexes,Obihiro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,169327,120
Japan,2015,Total,Both Sexes,Odawara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,194086,120
Japan,2015,Total,Both Sexes,Ogaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,159879,120
Japan,2015,Total,Both Sexes,Oita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,478146,120
Japan,2015,Total,Both Sexes,Okayama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,719474,120
Japan,2015,Total,Both Sexes,Okazaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,381051,120
Japan,2015,Total,Both Sexes,Okinawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,139279,120
Japan,2015,Total,Both Sexes,Ome,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,137381,120
Japan,2015,Total,Both Sexes,Omuta,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,117360,120
Japan,2015,Total,Both Sexes,Onomichi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,138626,120
Japan,2015,Total,Both Sexes,Osaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,2691185,120
Japan,2015,Total,Both Sexes,Osaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,133391,120
Japan,2015,Total,Both Sexes,Oshu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,119422,120
Japan,2015,Total,Both Sexes,Ota,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,219807,120
Japan,2015,Total,Both Sexes,Otaru,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,121924,120
Japan,2015,Total,Both Sexes,Otsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,340973,120
Japan,2015,Total,Both Sexes,Oyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,166760,120
Japan,2015,Total,Both Sexes,Saga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,236372,120
Japan,2015,Total,Both Sexes,Sagamihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,720780,120
Japan,2015,Total,Both Sexes,Saijo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,108174,120
Japan,2015,Total,Both Sexes,Saitama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,1263979,120
Japan,2015,Total,Both Sexes,Sakado,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,101679,120
Japan,2015,Total,Both Sexes,Sakai (Osaka),City proper,Census - de jure - complete tabulation,"Final figure, complete",2018,839310,120
Japan,2015,Total,Both Sexes,Sakata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,106244,120
Japan,2015,Total,Both Sexes,Saku,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,99368,120
Japan,2015,Total,Both Sexes,Sakura,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,172739,120
Japan,2015,Total,Both Sexes,Sanda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,112691,120
Japan,2015,Total,Both Sexes,Sanjo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,99192,120
Japan,2015,Total,Both Sexes,Sano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,118919,120
Japan,2015,Total,Both Sexes,Sapporo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,1952356,120
Japan,2015,Total,Both Sexes,Sasebo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,255439,120
Japan,2015,Total,Both Sexes,Satsumasendai,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,96076,120
Japan,2015,Total,Both Sexes,Sayama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,152405,120
Japan,2015,Total,Both Sexes,Sendai,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,1082159,120
Japan,2015,Total,Both Sexes,Seto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,129046,120
Japan,2015,Total,Both Sexes,Shibata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,98611,120
Japan,2015,Total,Both Sexes,Shimada,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,98112,120
Japan,2015,Total,Both Sexes,Shimonoseki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,268517,120
Japan,2015,Total,Both Sexes,Shizuoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,704989,120
Japan,2015,Total,Both Sexes,Shunan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,144842,120
Japan,2015,Total,Both Sexes,Soka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,247034,120
Japan,2015,Total,Both Sexes,Suita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,374468,120
Japan,2015,Total,Both Sexes,Suzuka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,196403,120
Japan,2015,Total,Both Sexes,Tachikawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,176295,120
Japan,2015,Total,Both Sexes,Tajimi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,110441,120
Japan,2015,Total,Both Sexes,Takamatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,420748,120
Japan,2015,Total,Both Sexes,Takaoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,172125,120
Japan,2015,Total,Both Sexes,Takarazuka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,224903,120
Japan,2015,Total,Both Sexes,Takasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,370884,120
Japan,2015,Total,Both Sexes,Takatsuki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,351829,120
Japan,2015,Total,Both Sexes,Tama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,146631,120
Japan,2015,Total,Both Sexes,Tochigi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,159211,120
Japan,2015,Total,Both Sexes,Toda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,136150,120
Japan,2015,Total,Both Sexes,Tokai,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,111944,120
Japan,2015,Total,Both Sexes,Tokorozawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,340386,120
Japan,2015,Total,Both Sexes,Tokushima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,258554,120
Japan,2015,Total,Both Sexes,TOKYO,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,9272740,"120,122"
Japan,2015,Total,Both Sexes,Tomakomai,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,172737,120
Japan,2015,Total,Both Sexes,Tondabayashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,113984,120
Japan,2015,Total,Both Sexes,Toride,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,106570,120
Japan,2015,Total,Both Sexes,Tottori,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,193717,120
Japan,2015,Total,Both Sexes,Toyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,418686,120
Japan,2015,Total,Both Sexes,Toyohashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,374765,120
Japan,2015,Total,Both Sexes,Toyokawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,182436,120
Japan,2015,Total,Both Sexes,Toyonaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,395479,120
Japan,2015,Total,Both Sexes,Toyota,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,422542,120
Japan,2015,Total,Both Sexes,Tsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,279886,120
Japan,2015,Total,Both Sexes,Tsuchiura,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,140804,120
Japan,2015,Total,Both Sexes,Tsukuba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,226963,120
Japan,2015,Total,Both Sexes,Tsuruoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,129652,120
Japan,2015,Total,Both Sexes,Tsuyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,103746,120
Japan,2015,Total,Both Sexes,Ube,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,169429,120
Japan,2015,Total,Both Sexes,Ueda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,156827,120
Japan,2015,Total,Both Sexes,Uji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,184678,120
Japan,2015,Total,Both Sexes,Urasoe,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,114232,120
Japan,2015,Total,Both Sexes,Urayasu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,164024,120
Japan,2015,Total,Both Sexes,Uruma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,118898,120
Japan,2015,Total,Both Sexes,Utsunomiya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,518594,120
Japan,2015,Total,Both Sexes,Wakayama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,364154,120
Japan,2015,Total,Both Sexes,Yachiyo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,193152,120
Japan,2015,Total,Both Sexes,Yaizu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,139462,120
Japan,2015,Total,Both Sexes,Yamagata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,253832,120
Japan,2015,Total,Both Sexes,Yamaguchi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,197422,120
Japan,2015,Total,Both Sexes,Yamato,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,232922,120
Japan,2015,Total,Both Sexes,Yao,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,268800,120
Japan,2015,Total,Both Sexes,Yatsushiro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,127472,120
Japan,2015,Total,Both Sexes,Yokkaichi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,311031,120
Japan,2015,Total,Both Sexes,Yokohama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,3724844,120
Japan,2015,Total,Both Sexes,Yokosuka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,406586,120
Japan,2015,Total,Both Sexes,Yokote,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,92197,120
Japan,2015,Total,Both Sexes,Yonago,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,149313,120
Japan,2015,Total,Both Sexes,Zama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2017,128737,120
Japan,2010,Total,Both Sexes,Abiko,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,134017,120
Japan,2010,Total,Both Sexes,Ageo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,223926,120
Japan,2010,Total,Both Sexes,Aizuwakamatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,126220,120
Japan,2010,Total,Both Sexes,Akashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,290959,120
Japan,2010,Total,Both Sexes,Akishima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,112297,120
Japan,2010,Total,Both Sexes,Akita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,323600,120
Japan,2010,Total,Both Sexes,Amagasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,453748,120
Japan,2010,Total,Both Sexes,Anjo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,178691,120
Japan,2010,Total,Both Sexes,Aomori,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,299520,120
Japan,2010,Total,Both Sexes,Asahikawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,347095,120
Japan,2010,Total,Both Sexes,Asaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,129691,120
Japan,2010,Total,Both Sexes,Ashikaga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,154530,120
Japan,2010,Total,Both Sexes,Atsugi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,224420,120
Japan,2010,Total,Both Sexes,Beppu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,125385,120
Japan,2010,Total,Both Sexes,Chiba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,961749,120
Japan,2010,Total,Both Sexes,Chigasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,235081,120
Japan,2010,Total,Both Sexes,Chikusei,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,108527,120
Japan,2010,Total,Both Sexes,Chikushino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,100172,120
Japan,2010,Total,Both Sexes,Chofu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,223593,120
Japan,2010,Total,Both Sexes,Daito,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,127534,120
Japan,2010,Total,Both Sexes,Ebetsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,123722,120
Japan,2010,Total,Both Sexes,Ebina,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,127707,120
Japan,2010,Total,Both Sexes,Fuchu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,255506,120
Japan,2010,Total,Both Sexes,Fuji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,254027,120
Japan,2010,Total,Both Sexes,Fujieda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,142151,120
Japan,2010,Total,Both Sexes,Fujimi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,106736,120
Japan,2010,Total,Both Sexes,Fujimino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,105695,120
Japan,2010,Total,Both Sexes,Fujinomiya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,132001,120
Japan,2010,Total,Both Sexes,Fujisawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,409657,120
Japan,2010,Total,Both Sexes,Fukaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,144618,120
Japan,2010,Total,Both Sexes,Fukui,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,266796,120
Japan,2010,Total,Both Sexes,Fukuoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1463743,120
Japan,2010,Total,Both Sexes,Fukushima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,292590,120
Japan,2010,Total,Both Sexes,Fukuyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,461357,120
Japan,2010,Total,Both Sexes,Funabashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,609040,120
Japan,2010,Total,Both Sexes,Gifu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,413136,120
Japan,2010,Total,Both Sexes,Habikino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,117681,120
Japan,2010,Total,Both Sexes,Hachinohe,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,237615,120
Japan,2010,Total,Both Sexes,Hachioji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,580053,120
Japan,2010,Total,Both Sexes,Hadano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,170145,120
Japan,2010,Total,Both Sexes,Hakodate,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,279127,120
Japan,2010,Total,Both Sexes,Hakusan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,110459,120
Japan,2010,Total,Both Sexes,Hamamatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,800866,120
Japan,2010,Total,Both Sexes,Hanamaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,101438,120
Japan,2010,Total,Both Sexes,Handa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,118828,120
Japan,2010,Total,Both Sexes,Hatsukaichi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,114038,120
Japan,2010,Total,Both Sexes,Higashihiroshima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,190135,120
Japan,2010,Total,Both Sexes,Higashikurume,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,116546,120
Japan,2010,Total,Both Sexes,Higashimurayama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,153557,120
Japan,2010,Total,Both Sexes,Higashiomi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,115479,120
Japan,2010,Total,Both Sexes,Higashiosaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,509533,120
Japan,2010,Total,Both Sexes,Hikone,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,112156,120
Japan,2010,Total,Both Sexes,Himeji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,536270,120
Japan,2010,Total,Both Sexes,Hino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,180052,120
Japan,2010,Total,Both Sexes,Hirakata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,407978,120
Japan,2010,Total,Both Sexes,Hiratsuka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,260780,120
Japan,2010,Total,Both Sexes,Hirosaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,183473,120
Japan,2010,Total,Both Sexes,Hiroshima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1173843,120
Japan,2010,Total,Both Sexes,Hitachi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,193129,120
Japan,2010,Total,Both Sexes,Hitachinaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,157060,120
Japan,2010,Total,Both Sexes,Hofu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,116611,120
Japan,2010,Total,Both Sexes,Ibaraki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,274822,120
Japan,2010,Total,Both Sexes,Ichihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,280416,120
Japan,2010,Total,Both Sexes,Ichikawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,473919,120
Japan,2010,Total,Both Sexes,Ichinomiya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,378566,120
Japan,2010,Total,Both Sexes,Ichinoseki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,118578,120
Japan,2010,Total,Both Sexes,Iida,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,105335,120
Japan,2010,Total,Both Sexes,Iizuka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,131492,120
Japan,2010,Total,Both Sexes,Ikeda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,104229,120
Japan,2010,Total,Both Sexes,Ikoma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,118113,120
Japan,2010,Total,Both Sexes,Imabari,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,166532,120
Japan,2010,Total,Both Sexes,Inazawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,136442,120
Japan,2010,Total,Both Sexes,Iruma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,149872,120
Japan,2010,Total,Both Sexes,Isahaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,140752,120
Japan,2010,Total,Both Sexes,Ise,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,130271,120
Japan,2010,Total,Both Sexes,Isehara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,101039,120
Japan,2010,Total,Both Sexes,Isesaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,207221,120
Japan,2010,Total,Both Sexes,Ishinomaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,160826,120
Japan,2010,Total,Both Sexes,Itami,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,196127,120
Japan,2010,Total,Both Sexes,Iwaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,342249,120
Japan,2010,Total,Both Sexes,Iwakuni,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,143857,120
Japan,2010,Total,Both Sexes,Iwata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,168625,120
Japan,2010,Total,Both Sexes,Izumi (Osaka),City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,184988,120
Japan,2010,Total,Both Sexes,Izumisano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,100801,120
Japan,2010,Total,Both Sexes,Izumo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,143796,120
Japan,2010,Total,Both Sexes,Joetsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,203899,120
Japan,2010,Total,Both Sexes,Kadoma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,130282,120
Japan,2010,Total,Both Sexes,Kagoshima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,605846,120
